0.000000 0.000000 0.000000
0.000000 0.100000 0.000000
0.000000 0.200000 0.000000
0.000000 0.300000 0.000000
0.000000 0.400000 0.000000
0.000000 0.500000 0.000000
0.000000 0.600000 0.000000
0.000000 0.700000 0.000000
0.000000 0.800000 0.000000
0.000000 0.900000 0.000000
0.000000 1.000000 1.000000

0.100000 0.000000 0.000000
0.100000 0.100000 0.011075
0.100000 0.200000 0.023307
0.100000 0.300000 0.038027
0.100000 0.400000 0.056999
0.100000 0.500000 0.082887
0.100000 0.600000 0.120344
0.100000 0.700000 0.178837
0.100000 0.800000 0.280910
0.100000 0.900000 0.488925
0.100000 1.000000 1.000000

0.200000 0.000000 0.000000
0.200000 0.100000 0.020993
0.200000 0.200000 0.044124
0.200000 0.300000 0.071804
0.200000 0.400000 0.107081
0.200000 0.500000 0.154204
0.200000 0.600000 0.219651
0.200000 0.700000 0.314095
0.200000 0.800000 0.455876
0.200000 0.900000 0.674790
0.200000 1.000000 1.000000

0.300000 0.000000 0.000000
0.300000 0.100000 0.028775
0.300000 0.200000 0.060391
0.300000 0.300000 0.097984
0.300000 0.400000 0.145318
0.300000 0.500000 0.207196
0.300000 0.600000 0.289963
0.300000 0.700000 0.402016
0.300000 0.800000 0.553710
0.300000 0.900000 0.754360
0.300000 1.000000 1.000000

0.400000 0.000000 0.000000
0.400000 0.100000 0.033716
0.400000 0.200000 0.070681
0.400000 0.300000 0.114422
0.400000 0.400000 0.169012
0.400000 0.500000 0.239299
0.400000 0.600000 0.330988
0.400000 0.700000 0.450296
0.400000 0.800000 0.602586
0.400000 0.900000 0.788942
0.400000 1.000000 1.000000

0.500000 0.000000 0.000000
0.500000 0.100000 0.035407
0.500000 0.200000 0.074195
0.500000 0.300000 0.120012
0.500000 0.400000 0.177009
0.500000 0.500000 0.250000
0.500000 0.600000 0.344393
0.500000 0.700000 0.465596
0.500000 0.800000 0.617397
0.500000 0.900000 0.798820
0.500000 1.000000 1.000000

0.600000 0.000000 0.000000
0.600000 0.100000 0.033716
0.600000 0.200000 0.070681
0.600000 0.300000 0.114422
0.600000 0.400000 0.169012
0.600000 0.500000 0.239299
0.600000 0.600000 0.330988
0.600000 0.700000 0.450296
0.600000 0.800000 0.602586
0.600000 0.900000 0.788942
0.600000 1.000000 1.000000

0.700000 0.000000 0.000000
0.700000 0.100000 0.028775
0.700000 0.200000 0.060391
0.700000 0.300000 0.097984
0.700000 0.400000 0.145318
0.700000 0.500000 0.207196
0.700000 0.600000 0.289963
0.700000 0.700000 0.402016
0.700000 0.800000 0.553710
0.700000 0.900000 0.754360
0.700000 1.000000 1.000000

0.800000 0.000000 0.000000
0.800000 0.100000 0.020993
0.800000 0.200000 0.044124
0.800000 0.300000 0.071804
0.800000 0.400000 0.107081
0.800000 0.500000 0.154204
0.800000 0.600000 0.219651
0.800000 0.700000 0.314095
0.800000 0.800000 0.455876
0.800000 0.900000 0.674790
0.800000 1.000000 1.000000

0.900000 0.000000 0.000000
0.900000 0.100000 0.011075
0.900000 0.200000 0.023307
0.900000 0.300000 0.038027
0.900000 0.400000 0.056999
0.900000 0.500000 0.082887
0.900000 0.600000 0.120344
0.900000 0.700000 0.178837
0.900000 0.800000 0.280910
0.900000 0.900000 0.488925
0.900000 1.000000 1.000000

1.000000 0.000000 0.000000
1.000000 0.100000 0.000000
1.000000 0.200000 0.000000
1.000000 0.300000 0.000000
1.000000 0.400000 0.000000
1.000000 0.500000 0.000000
1.000000 0.600000 0.000000
1.000000 0.700000 0.000000
1.000000 0.800000 0.000000
1.000000 0.900000 0.000000
1.000000 1.000000 1.000000

