0.000000 0.000000 0.000000
0.000000 0.062500 0.000000
0.000000 0.125000 0.000000
0.000000 0.187500 0.000000
0.000000 0.250000 0.000000
0.000000 0.312500 0.000000
0.000000 0.375000 0.000000
0.000000 0.437500 0.000000
0.000000 0.500000 0.000000
0.000000 0.562500 0.000000
0.000000 0.625000 0.000000
0.000000 0.687500 0.000000
0.000000 0.750000 0.000000
0.000000 0.812500 0.000000
0.000000 0.875000 0.000000
0.000000 0.937500 0.000000
0.000000 1.000000 1.000000

0.062500 0.000000 0.000000
0.062500 0.062500 0.004295
0.062500 0.125000 0.008764
0.062500 0.187500 0.013590
0.062500 0.250000 0.018979
0.062500 0.312500 0.025170
0.062500 0.375000 0.032461
0.062500 0.437500 0.041242
0.062500 0.500000 0.052054
0.062500 0.562500 0.065699
0.062500 0.625000 0.083460
0.062500 0.687500 0.107568
0.062500 0.750000 0.142313
0.062500 0.812500 0.196916
0.062500 0.875000 0.293863
0.062500 0.937500 0.495705
0.062500 1.000000 1.000000

0.125000 0.000000 0.000000
0.125000 0.062500 0.008416
0.125000 0.125000 0.017170
0.125000 0.187500 0.026618
0.125000 0.250000 0.037155
0.125000 0.312500 0.049240
0.125000 0.375000 0.063433
0.125000 0.437500 0.080454
0.125000 0.500000 0.101276
0.125000 0.562500 0.127283
0.125000 0.625000 0.160572
0.125000 0.687500 0.204500
0.125000 0.750000 0.264768
0.125000 0.812500 0.351489
0.125000 0.875000 0.482830
0.125000 0.937500 0.688957
0.125000 1.000000 1.000000

0.187500 0.000000 0.000000
0.187500 0.062500 0.012199
0.187500 0.125000 0.024883
0.187500 0.187500 0.038558
0.187500 0.250000 0.053784
0.187500 0.312500 0.071201
0.187500 0.375000 0.091576
0.187500 0.437500 0.115866
0.187500 0.500000 0.145311
0.187500 0.562500 0.181587
0.187500 0.625000 0.227044
0.187500 0.687500 0.285091
0.187500 0.750000 0.360770
0.187500 0.812500 0.461442
0.187500 0.875000 0.597010
0.187500 0.937500 0.777294
0.187500 1.000000 1.000000

0.250000 0.000000 0.000000
0.250000 0.062500 0.015498
0.250000 0.125000 0.031603
0.250000 0.187500 0.048947
0.250000 0.250000 0.068221
0.250000 0.312500 0.090203
0.250000 0.375000 0.115804
0.250000 0.437500 0.146122
0.250000 0.500000 0.182516
0.250000 0.562500 0.226709
0.250000 0.625000 0.280925
0.250000 0.687500 0.348052
0.250000 0.750000 0.431779
0.250000 0.812500 0.536499
0.250000 0.875000 0.666474
0.250000 0.937500 0.823210
0.250000 1.000000 1.000000

0.312500 0.000000 0.000000
0.312500 0.062500 0.018191
0.312500 0.125000 0.037083
0.312500 0.187500 0.057407
0.312500 0.250000 0.079950
0.312500 0.312500 0.105586
0.312500 0.375000 0.135316
0.312500 0.437500 0.170303
0.312500 0.500000 0.211922
0.312500 0.562500 0.261808
0.312500 0.625000 0.321894
0.312500 0.687500 0.394414
0.312500 0.750000 0.481795
0.312500 0.812500 0.586301
0.312500 0.875000 0.709177
0.312500 0.937500 0.849071
0.312500 1.000000 1.000000

0.375000 0.000000 0.000000
0.375000 0.062500 0.020181
0.375000 0.125000 0.041132
0.375000 0.187500 0.063649
0.375000 0.250000 0.088585
0.375000 0.312500 0.116876
0.375000 0.375000 0.149570
0.375000 0.437500 0.187850
0.375000 0.500000 0.233062
0.375000 0.562500 0.286708
0.375000 0.625000 0.350430
0.375000 0.687500 0.425914
0.375000 0.750000 0.514686
0.375000 0.812500 0.617731
0.375000 0.875000 0.734864
0.375000 0.937500 0.863898
0.375000 1.000000 1.000000

0.437500 0.000000 0.000000
0.437500 0.062500 0.021402
0.437500 0.125000 0.043614
0.437500 0.187500 0.067472
0.437500 0.250000 0.093866
0.437500 0.312500 0.123764
0.437500 0.375000 0.158236
0.437500 0.437500 0.198468
0.437500 0.500000 0.245765
0.437500 0.562500 0.301532
0.437500 0.625000 0.367205
0.437500 0.687500 0.444125
0.437500 0.750000 0.533303
0.437500 0.812500 0.635075
0.437500 0.875000 0.748648
0.437500 0.937500 0.871656
0.437500 1.000000 1.000000

0.500000 0.000000 0.000000
0.500000 0.062500 0.021814
0.500000 0.125000 0.044450
0.500000 0.187500 0.068759
0.500000 0.250000 0.095642
0.500000 0.312500 0.126078
0.500000 0.375000 0.161143
0.500000 0.437500 0.202020
0.500000 0.500000 0.250000
0.500000 0.562500 0.306450
0.500000 0.625000 0.372734
0.500000 0.687500 0.450077
0.500000 0.750000 0.539325
0.500000 0.812500 0.640618
0.500000 0.875000 0.752998
0.500000 0.937500 0.874077
0.500000 1.000000 1.000000

0.562500 0.000000 0.000000
0.562500 0.062500 0.021402
0.562500 0.125000 0.043614
0.562500 0.187500 0.067472
0.562500 0.250000 0.093866
0.562500 0.312500 0.123764
0.562500 0.375000 0.158236
0.562500 0.437500 0.198468
0.562500 0.500000 0.245765
0.562500 0.562500 0.301532
0.562500 0.625000 0.367205
0.562500 0.687500 0.444125
0.562500 0.750000 0.533303
0.562500 0.812500 0.635075
0.562500 0.875000 0.748648
0.562500 0.937500 0.871656
0.562500 1.000000 1.000000

0.625000 0.000000 0.000000
0.625000 0.062500 0.020181
0.625000 0.125000 0.041132
0.625000 0.187500 0.063649
0.625000 0.250000 0.088585
0.625000 0.312500 0.116876
0.625000 0.375000 0.149570
0.625000 0.437500 0.187850
0.625000 0.500000 0.233062
0.625000 0.562500 0.286708
0.625000 0.625000 0.350430
0.625000 0.687500 0.425914
0.625000 0.750000 0.514686
0.625000 0.812500 0.617731
0.625000 0.875000 0.734864
0.625000 0.937500 0.863898
0.625000 1.000000 1.000000

0.687500 0.000000 0.000000
0.687500 0.062500 0.018191
0.687500 0.125000 0.037083
0.687500 0.187500 0.057407
0.687500 0.250000 0.079950
0.687500 0.312500 0.105586
0.687500 0.375000 0.135316
0.687500 0.437500 0.170303
0.687500 0.500000 0.211922
0.687500 0.562500 0.261808
0.687500 0.625000 0.321894
0.687500 0.687500 0.394414
0.687500 0.750000 0.481795
0.687500 0.812500 0.586301
0.687500 0.875000 0.709177
0.687500 0.937500 0.849071
0.687500 1.000000 1.000000

0.750000 0.000000 0.000000
0.750000 0.062500 0.015498
0.750000 0.125000 0.031603
0.750000 0.187500 0.048947
0.750000 0.250000 0.068221
0.750000 0.312500 0.090203
0.750000 0.375000 0.115804
0.750000 0.437500 0.146122
0.750000 0.500000 0.182516
0.750000 0.562500 0.226709
0.750000 0.625000 0.280925
0.750000 0.687500 0.348052
0.750000 0.750000 0.431779
0.750000 0.812500 0.536499
0.750000 0.875000 0.666474
0.750000 0.937500 0.823210
0.750000 1.000000 1.000000

0.812500 0.000000 0.000000
0.812500 0.062500 0.012199
0.812500 0.125000 0.024883
0.812500 0.187500 0.038558
0.812500 0.250000 0.053784
0.812500 0.312500 0.071201
0.812500 0.375000 0.091576
0.812500 0.437500 0.115866
0.812500 0.500000 0.145311
0.812500 0.562500 0.181587
0.812500 0.625000 0.227044
0.812500 0.687500 0.285091
0.812500 0.750000 0.360770
0.812500 0.812500 0.461442
0.812500 0.875000 0.597010
0.812500 0.937500 0.777294
0.812500 1.000000 1.000000

0.875000 0.000000 0.000000
0.875000 0.062500 0.008416
0.875000 0.125000 0.017170
0.875000 0.187500 0.026618
0.875000 0.250000 0.037155
0.875000 0.312500 0.049240
0.875000 0.375000 0.063433
0.875000 0.437500 0.080454
0.875000 0.500000 0.101276
0.875000 0.562500 0.127283
0.875000 0.625000 0.160572
0.875000 0.687500 0.204500
0.875000 0.750000 0.264768
0.875000 0.812500 0.351489
0.875000 0.875000 0.482830
0.875000 0.937500 0.688957
0.875000 1.000000 1.000000

0.937500 0.000000 0.000000
0.937500 0.062500 0.004295
0.937500 0.125000 0.008764
0.937500 0.187500 0.013590
0.937500 0.250000 0.018979
0.937500 0.312500 0.025170
0.937500 0.375000 0.032461
0.937500 0.437500 0.041242
0.937500 0.500000 0.052054
0.937500 0.562500 0.065699
0.937500 0.625000 0.083460
0.937500 0.687500 0.107568
0.937500 0.750000 0.142313
0.937500 0.812500 0.196916
0.937500 0.875000 0.293863
0.937500 0.937500 0.495705
